[Connect DataFile][1.1]
Date:	11.03.2026
Time:	11:54:29,321
Unit:	°C
Resolution:	0,037037
Values:	1
Time	Area 1	
00:12:16,628	801,0	
00:12:16,665	801,0	
00:12:16,702	801,1	
00:12:16,740	801,1	
00:12:16,777	801,1	
00:12:16,814	801,2	
00:12:16,851	801,2	
00:12:16,888	801,3	
00:12:16,925	801,3	
00:12:16,962	801,3	
00:12:16,999	801,4	
00:12:17,036	801,4	
00:12:17,073	801,5	
00:12:17,110	801,5	
00:12:17,147	801,5	
00:12:17,184	801,6	
00:12:17,221	801,6	
00:12:17,258	801,7	
00:12:17,295	801,7	
00:12:17,332	801,7	
00:12:17,369	801,8	
00:12:17,406	801,8	
00:12:17,443	801,9	
00:12:17,480	801,9	
00:12:17,517	801,9	
00:12:17,554	802,0	
00:12:17,591	802,0	
00:12:17,628	802,1	
00:12:17,665	802,1	
00:12:17,702	802,1	
00:12:17,740	802,2	
00:12:17,777	802,2	
00:12:17,814	802,3	
00:12:17,851	802,3	
00:12:17,888	802,3	
00:12:17,925	802,4	
00:12:17,962	802,4	
00:12:17,999	802,5	
00:12:18,036	802,5	
00:12:18,073	802,5	
00:12:18,110	802,6	
00:12:18,147	802,6	
00:12:18,184	802,7	
00:12:18,221	802,7	
00:12:18,258	802,7	
00:12:18,295	802,8	
00:12:18,332	802,8	
00:12:18,369	802,9	
00:12:18,406	802,9	
00:12:18,443	802,9	
00:12:18,480	803,0	
00:12:18,517	803,0	
00:12:18,554	803,0	
00:12:18,591	803,1	
00:12:18,628	803,1	
00:12:18,665	803,2	
00:12:18,702	803,2	
00:12:18,740	803,2	
00:12:18,777	803,3	
00:12:18,814	803,3	
00:12:18,851	803,4	
00:12:18,888	803,4	
00:12:18,925	803,4	
00:12:18,962	803,5	
00:12:18,999	803,5	
00:12:19,036	803,6	
00:12:19,073	803,6	
00:12:19,110	803,6	
00:12:19,147	803,7	
00:12:19,184	803,7	
00:12:19,221	803,8	
00:12:19,258	803,8	
00:12:19,295	803,8	
00:12:19,332	803,9	
00:12:19,369	803,9	
00:12:19,406	804,0	
00:12:19,443	804,0	
00:12:19,480	804,0	
00:12:19,517	804,1	
00:12:19,554	804,1	
00:12:19,591	804,2	
00:12:19,628	804,2	
00:12:19,665	804,2	
00:12:19,702	804,3	
00:12:19,740	804,3	
00:12:19,777	804,4	
00:12:19,814	804,4	
00:12:19,851	804,4	
00:12:19,888	804,5	
00:12:19,925	804,5	
00:12:19,962	804,6	
00:12:19,999	804,6	
00:12:20,036	804,6	
00:12:20,073	804,7	
00:12:20,110	804,7	
00:12:20,147	804,8	
00:12:20,184	804,8	
00:12:20,221	804,8	
00:12:20,258	804,9	
00:12:20,295	804,9	
00:12:20,332	805,0	
00:12:20,369	805,0	
00:12:20,406	805,0	
00:12:20,443	805,1	
00:12:20,480	805,1	
00:12:20,517	805,2	
00:12:20,554	805,2	
00:12:20,591	805,2	
00:12:20,628	805,3	
00:12:20,665	805,3	
00:12:20,702	805,4	
00:12:20,740	805,4	
00:12:20,777	805,4	
00:12:20,814	805,5	
00:12:20,851	805,5	
00:12:20,888	805,6	
00:12:20,925	805,6	
00:12:20,962	805,6	
00:12:20,999	805,7	
00:12:21,036	805,7	
00:12:21,073	805,8	
00:12:21,110	805,8	
00:12:21,147	805,8	
00:12:21,184	805,9	
00:12:21,221	805,9	
00:12:21,258	806,0	
00:12:21,295	806,0	
00:12:21,332	806,0	
00:12:21,369	806,1	
00:12:21,406	806,1	
00:12:21,443	806,2	
00:12:21,480	806,2	
00:12:21,517	806,2	
00:12:21,554	806,3	
00:12:21,591	806,3	
00:12:21,628	806,3	
00:12:21,665	806,4	
00:12:21,702	806,4	
00:12:21,739	806,4	
00:12:21,777	806,5	
00:12:21,814	806,5	
00:12:21,851	806,5	
00:12:21,888	806,6	
00:12:21,925	806,6	
00:12:21,962	806,6	
00:12:21,999	806,7	
00:12:22,036	806,7	
00:12:22,073	806,7	
00:12:22,110	806,8	
00:12:22,147	806,8	
00:12:22,184	806,8	
00:12:22,221	806,9	
00:12:22,258	806,9	
00:12:22,295	806,9	
00:12:22,332	807,0	
00:12:22,369	807,0	
00:12:22,406	807,0	
00:12:22,443	807,1	
00:12:22,480	807,1	
00:12:22,517	807,1	
00:12:22,554	807,2	
00:12:22,591	807,2	
00:12:22,628	807,2	
00:12:22,665	807,3	
00:12:22,702	807,3	
00:12:22,739	807,3	
00:12:22,777	807,4	
00:12:22,814	807,4	
00:12:22,851	807,4	
00:12:22,888	807,5	
00:12:22,925	807,5	
00:12:22,962	807,5	
00:12:22,999	807,6	
00:12:23,036	807,6	
00:12:23,073	807,6	
00:12:23,110	807,7	
00:12:23,147	807,7	
00:12:23,184	807,7	
00:12:23,221	807,8	
00:12:23,258	807,8	
00:12:23,295	807,8	
00:12:23,332	807,9	
00:12:23,369	807,9	
00:12:23,406	807,9	
00:12:23,443	808,0	
00:12:23,480	808,0	
00:12:23,517	808,0	
00:12:23,554	808,1	
00:12:23,591	808,1	
00:12:23,628	808,1	
00:12:23,665	808,2	
00:12:23,702	808,2	
00:12:23,739	808,2	
00:12:23,777	808,3	
00:12:23,814	808,3	
00:12:23,851	808,3	
00:12:23,888	808,4	
00:12:23,925	808,4	
00:12:23,962	808,4	
00:12:23,999	808,4	
00:12:24,036	808,5	
00:12:24,073	808,5	
00:12:24,110	808,5	
00:12:24,147	808,6	
00:12:24,184	808,6	
00:12:24,221	808,6	
00:12:24,258	808,7	
00:12:24,295	808,7	
00:12:24,332	808,7	
00:12:24,369	808,8	
00:12:24,406	808,8	
00:12:24,443	808,8	
00:12:24,480	808,9	
00:12:24,517	808,9	
00:12:24,554	808,9	
00:12:24,591	809,0	
00:12:24,628	809,0	
00:12:24,665	809,0	
00:12:24,702	809,1	
00:12:24,739	809,1	
00:12:24,777	809,1	
00:12:24,814	809,2	
00:12:24,851	809,2	
00:12:24,888	809,2	
00:12:24,925	809,3	
00:12:24,962	809,3	
00:12:24,999	809,3	
00:12:25,036	809,4	
00:12:25,073	809,4	
00:12:25,110	809,4	
00:12:25,147	809,5	
00:12:25,184	809,5	
00:12:25,221	809,5	
00:12:25,258	809,6	
00:12:25,295	809,6	
00:12:25,332	809,6	
00:12:25,369	809,7	
00:12:25,406	809,7	
00:12:25,443	809,7	
00:12:25,480	809,8	
00:12:25,517	809,8	
00:12:25,554	809,8	
00:12:25,591	809,9	
00:12:25,628	809,9	
00:12:25,665	809,9	
00:12:25,702	810,0	
00:12:25,739	810,0	
00:12:25,777	810,0	
00:12:25,814	810,1	
00:12:25,851	810,1	
00:12:25,888	810,1	
00:12:25,925	810,2	
00:12:25,962	810,2	
00:12:25,999	810,2	
00:12:26,036	810,3	
00:12:26,073	810,3	
00:12:26,110	810,3	
00:12:26,147	810,4	
00:12:26,184	810,4	
00:12:26,221	810,4	
00:12:26,258	810,5	
00:12:26,295	810,5	
00:12:26,332	810,5	
00:12:26,369	810,6	
00:12:26,406	810,6	
00:12:26,443	810,6	
00:12:26,480	810,7	
00:12:26,517	810,7	
00:12:26,554	810,7	
00:12:26,591	810,8	
00:12:26,628	810,8	
00:12:26,665	810,8	
00:12:26,702	810,9	
00:12:26,739	810,9	
00:12:26,777	810,9	
00:12:26,814	811,0	
00:12:26,851	811,0	
00:12:26,888	811,0	
00:12:26,925	811,1	
00:12:26,962	811,1	
00:12:26,999	811,1	
00:12:27,036	811,2	
00:12:27,073	811,2	
00:12:27,110	811,2	
00:12:27,147	811,3	
00:12:27,184	811,3	
00:12:27,221	811,3	
00:12:27,258	811,4	
00:12:27,295	811,4	
00:12:27,332	811,4	
00:12:27,369	811,5	
00:12:27,406	811,5	
00:12:27,443	811,5	
00:12:27,480	811,6	
00:12:27,517	811,6	
00:12:27,554	811,6	
00:12:27,591	811,7	
00:12:27,628	811,7	
00:12:27,665	811,7	
00:12:27,702	811,8	
00:12:27,739	811,8	
00:12:27,777	811,8	
00:12:27,814	811,9	
00:12:27,851	811,9	
00:12:27,888	811,9	
00:12:27,925	812,0	
00:12:27,962	812,0	
00:12:27,999	812,0	
00:12:28,036	812,1	
00:12:28,073	812,1	
00:12:28,110	812,1	
00:12:28,147	812,2	
00:12:28,184	812,2	
00:12:28,221	812,2	
00:12:28,258	812,3	
00:12:28,295	812,3	
00:12:28,332	812,3	
00:12:28,369	812,4	
00:12:28,406	812,4	
00:12:28,443	812,4	
00:12:28,480	812,5	
00:12:28,517	812,5	
00:12:28,554	812,5	
00:12:28,591	812,6	
00:12:28,628	812,6	
00:12:28,665	812,6	
00:12:28,702	812,7	
00:12:28,739	812,7	
00:12:28,777	812,7	
00:12:28,814	812,8	
00:12:28,851	812,8	
00:12:28,888	812,8	
00:12:28,925	812,8	
00:12:28,962	812,9	
00:12:28,999	812,9	
00:12:29,036	812,9	
00:12:29,073	813,0	
00:12:29,110	813,0	
00:12:29,147	813,0	
00:12:29,184	813,1	
00:12:29,221	813,1	
00:12:29,258	813,1	
00:12:29,295	813,2	
00:12:29,332	813,2	
00:12:29,369	813,2	
00:12:29,406	813,3	
00:12:29,443	813,3	
00:12:29,480	813,3	
00:12:29,517	813,4	
00:12:29,554	813,4	
00:12:29,591	813,4	
00:12:29,628	813,5	
00:12:29,665	813,5	
00:12:29,702	813,5	
00:12:29,739	813,6	
00:12:29,777	813,6	
00:12:29,814	813,6	
00:12:29,851	813,7	
00:12:29,888	813,7	
00:12:29,925	813,7	
00:12:29,962	813,8	
00:12:29,999	813,8	
00:12:30,036	813,8	
00:12:30,073	813,9	
00:12:30,110	813,9	
00:12:30,147	813,9	
00:12:30,184	814,0	
00:12:30,221	814,0	
00:12:30,258	814,0	
00:12:30,295	814,1	
00:12:30,332	814,1	
00:12:30,369	814,1	
00:12:30,406	814,2	
00:12:30,443	814,2	
00:12:30,480	814,2	
00:12:30,517	814,3	
00:12:30,554	814,3	
00:12:30,591	814,3	
00:12:30,628	814,4	
00:12:30,665	814,4	
00:12:30,702	814,4	
00:12:30,739	814,5	
00:12:30,777	814,5	
00:12:30,814	814,5	
00:12:30,851	814,6	
00:12:30,888	814,6	
00:12:30,925	814,6	
00:12:30,962	814,7	
00:12:30,999	814,7	
00:12:31,036	814,7	
00:12:31,073	814,8	
00:12:31,110	814,8	
00:12:31,147	814,8	
00:12:31,184	814,9	
00:12:31,221	814,9	
00:12:31,258	814,9	
00:12:31,295	815,0	
00:12:31,332	815,0	
00:12:31,369	815,0	
00:12:31,406	815,0	
00:12:31,443	815,0	
00:12:31,480	815,0	
00:12:31,517	815,0	
00:12:31,554	815,0	
00:12:31,591	815,1	
00:12:31,628	815,1	
00:12:31,665	815,1	
00:12:31,702	815,1	
00:12:31,739	815,1	
00:12:31,777	815,1	
00:12:31,814	815,1	
00:12:31,851	815,1	
00:12:31,888	815,1	
00:12:31,925	815,1	
00:12:31,962	815,1	
00:12:31,999	815,1	
00:12:32,036	815,1	
00:12:32,073	815,1	
00:12:32,110	815,2	
00:12:32,147	815,2	
00:12:32,184	815,2	
00:12:32,221	815,2	
00:12:32,258	815,2	
00:12:32,295	815,2	
00:12:32,332	815,2	
00:12:32,369	815,2	
00:12:32,406	815,2	
00:12:32,443	815,2	
00:12:32,480	815,2	
00:12:32,517	815,2	
00:12:32,554	815,2	
00:12:32,591	815,3	
00:12:32,628	815,3	
00:12:32,665	815,3	
00:12:32,702	815,3	
00:12:32,739	815,3	
00:12:32,777	815,3	
00:12:32,814	815,3	
00:12:32,851	815,3	
00:12:32,888	815,3	
00:12:32,925	815,3	
00:12:32,962	815,3	
00:12:32,999	815,3	
00:12:33,036	815,3	
00:12:33,073	815,3	
00:12:33,110	815,4	
00:12:33,147	815,4	
00:12:33,184	815,4	
00:12:33,221	815,4	
00:12:33,258	815,4	
00:12:33,295	815,4	
00:12:33,332	815,4	
00:12:33,369	815,4	
00:12:33,406	815,4	
00:12:33,443	815,4	
00:12:33,480	815,4	
00:12:33,517	815,4	
00:12:33,554	815,4	
00:12:33,591	815,5	
00:12:33,628	815,5	
00:12:33,665	815,5	
00:12:33,702	815,5	
00:12:33,739	815,5	
00:12:33,777	815,5	
00:12:33,814	815,5	
00:12:33,851	815,5	
00:12:33,888	815,5	
00:12:33,925	815,5	
00:12:33,962	815,5	
00:12:33,999	815,5	
00:12:34,036	815,5	
00:12:34,073	815,5	
00:12:34,110	815,6	
00:12:34,147	815,6	
00:12:34,184	815,6	
00:12:34,221	815,6	
00:12:34,258	815,6	
00:12:34,295	815,6	
00:12:34,332	815,6	
00:12:34,369	815,6	
00:12:34,406	815,6	
00:12:34,443	815,6	
00:12:34,480	815,6	
00:12:34,517	815,6	
00:12:34,554	815,6	
00:12:34,591	815,7	
00:12:34,628	815,7	
00:12:34,665	815,7	
00:12:34,702	815,7	
00:12:34,739	815,7	
00:12:34,777	815,7	
00:12:34,814	815,7	
00:12:34,851	815,7	
00:12:34,888	815,7	
00:12:34,925	815,7	
00:12:34,962	815,7	
00:12:34,999	815,7	
00:12:35,036	815,7	
00:12:35,073	815,7	
00:12:35,110	815,8	
00:12:35,147	815,8	
00:12:35,184	815,8	
00:12:35,221	815,8	
00:12:35,258	815,8	
00:12:35,295	815,8	
00:12:35,332	815,8	
00:12:35,369	815,8	
00:12:35,406	815,8	
00:12:35,443	815,8	
00:12:35,480	815,8	
00:12:35,517	815,8	
00:12:35,554	815,8	
00:12:35,591	815,9	
00:12:35,628	815,9	
00:12:35,665	815,9	
00:12:35,702	815,9	
00:12:35,739	815,9	
00:12:35,777	815,9	
00:12:35,814	815,9	
00:12:35,851	815,9	
00:12:35,888	815,9	
00:12:35,925	815,9	
00:12:35,962	815,9	
00:12:35,999	815,9	
00:12:36,036	815,9	
00:12:36,073	815,9	
00:12:36,110	816,0	
00:12:36,147	816,0	
00:12:36,184	816,0	
00:12:36,221	816,0	
00:12:36,258	816,0	
00:12:36,295	816,0	
00:12:36,332	816,0	
00:12:36,369	816,0	
00:12:36,406	816,0	
00:12:36,443	816,0	
00:12:36,480	816,0	
00:12:36,517	816,0	
00:12:36,554	816,0	
00:12:36,591	816,1	
00:12:36,628	816,1	
00:12:36,665	816,1	
00:12:36,702	816,1	
00:12:36,739	816,1	
00:12:36,777	816,1	
00:12:36,814	816,1	
00:12:36,851	816,1	
00:12:36,888	816,1	
00:12:36,925	816,1	
00:12:36,962	816,1	
00:12:36,999	816,1	
00:12:37,036	816,1	
00:12:37,073	816,1	
00:12:37,110	816,2	
00:12:37,147	816,2	
00:12:37,184	816,2	
00:12:37,221	816,2	
00:12:37,258	816,2	
00:12:37,295	816,2	
00:12:37,332	816,2	
00:12:37,369	816,2	
00:12:37,406	816,2	
00:12:37,443	816,2	
00:12:37,480	816,2	
00:12:37,517	816,2	
00:12:37,554	816,2	
00:12:37,591	816,2	
00:12:37,628	816,3	
00:12:37,665	816,3	
00:12:37,702	816,3	
00:12:37,739	816,3	
00:12:37,777	816,3	
00:12:37,814	816,3	
00:12:37,851	816,3	
00:12:37,888	816,3	
00:12:37,925	816,3	
00:12:37,962	816,3	
00:12:37,999	816,3	
00:12:38,036	816,3	
00:12:38,073	816,3	
00:12:38,110	816,4	
00:12:38,147	816,4	
00:12:38,184	816,4	
00:12:38,221	816,4	
00:12:38,258	816,4	
00:12:38,295	816,4	
00:12:38,332	816,4	
00:12:38,369	816,4	
00:12:38,406	816,4	
00:12:38,443	816,4	
00:12:38,480	816,4	
00:12:38,517	816,4	
00:12:38,554	816,4	
00:12:38,591	816,4	
00:12:38,628	816,5	
00:12:38,665	816,5	
00:12:38,702	816,5	
00:12:38,739	816,5	
00:12:38,777	816,5	
00:12:38,814	816,5	
00:12:38,851	816,5	
00:12:38,888	816,5	
00:12:38,925	816,5	
00:12:38,962	816,5	
00:12:38,999	816,5	
00:12:39,036	816,5	
00:12:39,073	816,5	
00:12:39,110	816,6	
00:12:39,147	816,6	
00:12:39,184	816,6	
00:12:39,221	816,6	
00:12:39,258	816,6	
00:12:39,295	816,6	
00:12:39,332	816,6	
00:12:39,369	816,6	
00:12:39,406	816,6	
00:12:39,443	816,6	
00:12:39,480	816,6	
00:12:39,517	816,6	
00:12:39,554	816,6	
00:12:39,591	816,6	
00:12:39,628	816,7	
00:12:39,665	816,7	
00:12:39,702	816,7	
00:12:39,739	816,7	
00:12:39,777	816,7	
00:12:39,814	816,7	
00:12:39,851	816,7	
00:12:39,888	816,7	
00:12:39,925	816,7	
00:12:39,962	816,7	
00:12:39,999	816,7	
00:12:40,036	816,7	
00:12:40,073	816,7	
00:12:40,110	816,8	
00:12:40,147	816,8	
00:12:40,184	816,8	
00:12:40,221	816,8	
00:12:40,258	816,8	
00:12:40,295	816,8	
00:12:40,332	816,8	
00:12:40,369	816,8	
00:12:40,406	816,8	
00:12:40,443	816,8	
00:12:40,480	816,8	
00:12:40,517	816,8	
00:12:40,554	816,8	
00:12:40,591	816,8	
00:12:40,628	816,9	
00:12:40,665	816,9	
00:12:40,702	816,9	
00:12:40,739	816,9	
00:12:40,777	816,9	
00:12:40,814	816,9	
00:12:40,851	816,9	
00:12:40,888	816,9	
00:12:40,925	816,9	
00:12:40,962	816,9	
00:12:40,999	816,9	
00:12:41,036	816,9	
00:12:41,073	816,9	
00:12:41,110	817,0	
00:12:41,147	817,0	
00:12:41,184	817,0	
00:12:41,221	817,0	
00:12:41,258	817,0	
00:12:41,295	817,0	
00:12:41,332	817,0	
00:12:41,369	817,0	
00:12:41,406	817,0	
00:12:41,443	817,0	
00:12:41,480	817,0	
00:12:41,517	817,0	
00:12:41,554	817,0	
00:12:41,591	817,0	
00:12:41,628	817,1	
00:12:41,665	817,1	
00:12:41,702	817,1	
00:12:41,739	817,1	
00:12:41,777	817,1	
00:12:41,814	817,1	
00:12:41,851	817,1	
00:12:41,888	817,1	
00:12:41,925	817,1	
00:12:41,962	817,1	
00:12:41,999	817,1	
00:12:42,036	817,1	
00:12:42,073	817,1	
00:12:42,110	817,2	
00:12:42,147	817,2	
00:12:42,184	817,2	
00:12:42,221	817,2	
00:12:42,258	817,2	
00:12:42,295	817,2	
00:12:42,332	817,2	
00:12:42,369	817,2	
00:12:42,406	817,2	
00:12:42,443	817,2	
00:12:42,480	817,2	
00:12:42,517	817,2	
00:12:42,554	817,2	
00:12:42,591	817,2	
00:12:42,628	817,3	
00:12:42,665	817,3	
00:12:42,702	817,3	
00:12:42,739	817,3	
00:12:42,777	817,3	
00:12:42,814	817,3	
00:12:42,851	817,3	
00:12:42,888	817,3	
00:12:42,925	817,3	
00:12:42,962	817,3	
00:12:42,999	817,3	
00:12:43,036	817,3	
00:12:43,073	817,3	
00:12:43,110	817,4	
00:12:43,147	817,4	
00:12:43,184	817,4	
00:12:43,221	817,4	
00:12:43,258	817,4	
00:12:43,295	817,4	
00:12:43,332	817,4	
00:12:43,369	817,4	
00:12:43,406	817,4	
00:12:43,443	817,4	
00:12:43,480	817,4	
00:12:43,517	817,4	
00:12:43,554	817,4	
00:12:43,591	817,4	
00:12:43,628	817,5	
00:12:43,665	817,5	
00:12:43,702	817,5	
00:12:43,739	817,5	
00:12:43,777	817,5	
00:12:43,814	817,5	
00:12:43,851	817,5	
00:12:43,888	817,5	
00:12:43,925	817,5	
00:12:43,962	817,5	
00:12:43,999	817,5	
00:12:44,036	817,5	
00:12:44,073	817,5	
00:12:44,110	817,6	
00:12:44,147	817,6	
00:12:44,184	817,6	
00:12:44,221	817,6	
00:12:44,258	817,6	
00:12:44,295	817,6	
00:12:44,332	817,6	
00:12:44,369	817,6	
00:12:44,406	817,6	
00:12:44,443	817,6	
00:12:44,480	817,6	
00:12:44,517	817,6	
00:12:44,554	817,6	
00:12:44,591	817,6	
00:12:44,628	817,7	
00:12:44,665	817,7	
00:12:44,702	817,7	
00:12:44,739	817,7	
00:12:44,777	817,7	
00:12:44,814	817,7	
00:12:44,851	817,7	
00:12:44,888	817,7	
00:12:44,925	817,7	
00:12:44,962	817,7	
00:12:44,999	817,7	
00:12:45,036	817,7	
00:12:45,073	817,7	
00:12:45,110	817,8	
00:12:45,147	817,8	
00:12:45,184	817,8	
00:12:45,221	817,8	
00:12:45,258	817,8	
00:12:45,295	817,8	
00:12:45,332	817,8	
00:12:45,369	817,8	
00:12:45,406	817,8	
00:12:45,443	817,8	
00:12:45,480	817,8	
00:12:45,517	817,8	
00:12:45,554	817,8	
00:12:45,591	817,8	
00:12:45,628	817,9	
00:12:45,665	817,9	
00:12:45,702	817,9	
00:12:45,739	817,9	
00:12:45,777	817,9	
00:12:45,814	817,9	
00:12:45,851	817,9	
00:12:45,888	817,9	
00:12:45,925	817,9	
00:12:45,962	817,9	
00:12:45,999	817,9	
00:12:46,036	817,9	
00:12:46,073	817,9	
00:12:46,110	818,0	
00:12:46,147	818,0	
00:12:46,184	818,0	
00:12:46,221	818,0	
00:12:46,258	818,0	
00:12:46,295	818,0	
00:12:46,332	818,0	
00:12:46,369	818,0	
00:12:46,406	818,0	
00:12:46,443	818,0	
00:12:46,480	818,0	
00:12:46,517	818,0	
00:12:46,554	818,0	
00:12:46,591	818,0	
00:12:46,628	818,1	
00:12:46,665	818,1	
00:12:46,702	818,1	
00:12:46,739	818,1	
00:12:46,777	818,1	
00:12:46,814	818,1	
00:12:46,851	818,1	
00:12:46,888	818,1	
00:12:46,925	818,1	
00:12:46,962	818,1	
00:12:46,999	818,1	
00:12:47,036	818,1	
00:12:47,073	818,1	
00:12:47,110	818,2	
00:12:47,147	818,2	
00:12:47,184	818,2	
00:12:47,221	818,2	
00:12:47,258	818,2	
00:12:47,295	818,2	
00:12:47,332	818,2	
00:12:47,369	818,2	
00:12:47,406	818,2	
00:12:47,443	818,2	
00:12:47,480	818,2	
00:12:47,517	818,2	
00:12:47,554	818,2	
00:12:47,591	818,2	
00:12:47,628	818,3	
00:12:47,665	818,3	
00:12:47,702	818,3	
00:12:47,739	818,3	
00:12:47,777	818,3	
00:12:47,814	818,3	
00:12:47,851	818,3	
00:12:47,888	818,3	
00:12:47,925	818,3	
00:12:47,962	818,3	
00:12:47,999	818,3	
00:12:48,036	818,3	
00:12:48,073	818,3	
00:12:48,110	818,4	
00:12:48,147	818,4	
00:12:48,184	818,4	
00:12:48,221	818,4	
00:12:48,258	818,4	
00:12:48,295	818,4	
00:12:48,332	818,4	
00:12:48,369	818,4	
00:12:48,406	818,4	
00:12:48,443	818,4	
00:12:48,480	818,4	
00:12:48,517	818,4	
00:12:48,554	818,4	
00:12:48,591	818,4	
00:12:48,628	818,5	
00:12:48,665	818,5	
00:12:48,702	818,5	
00:12:48,739	818,5	
00:12:48,777	818,5	
00:12:48,814	818,5	
00:12:48,851	818,5	
00:12:48,888	818,5	
00:12:48,925	818,5	
00:12:48,962	818,5	
00:12:48,999	818,5	
00:12:49,036	818,5	
00:12:49,073	818,5	
00:12:49,110	818,5	
00:12:49,147	818,6	
00:12:49,184	818,6	
00:12:49,221	818,6	
00:12:49,258	818,6	
00:12:49,295	818,6	
00:12:49,332	818,6	
00:12:49,369	818,6	
00:12:49,406	818,6	
00:12:49,443	818,6	
00:12:49,480	818,6	
00:12:49,517	818,6	
00:12:49,554	818,6	
00:12:49,591	818,6	
00:12:49,628	818,7	
00:12:49,665	818,7	
00:12:49,702	818,7	
00:12:49,739	818,7	
00:12:49,777	818,7	
00:12:49,814	818,7	
00:12:49,851	818,7	
00:12:49,888	818,7	
00:12:49,925	818,7	
00:12:49,962	818,7	
00:12:49,999	818,7	
00:12:50,036	818,7	
00:12:50,073	818,7	
00:12:50,110	818,7	
00:12:50,147	818,8	
00:12:50,184	818,8	
00:12:50,221	818,8	
00:12:50,258	818,8	
00:12:50,295	818,8	
00:12:50,332	818,8	
00:12:50,369	818,8	
00:12:50,406	818,8	
00:12:50,443	818,8	
00:12:50,480	818,8	
00:12:50,517	818,8	
00:12:50,554	818,8	
00:12:50,591	818,8	
00:12:50,628	818,9	
00:12:50,665	818,9	
00:12:50,702	818,9	
00:12:50,739	818,9	
00:12:50,777	818,9	
00:12:50,814	818,9	
00:12:50,851	818,9	
00:12:50,888	818,9	
00:12:50,925	818,9	
00:12:50,962	818,9	
00:12:50,999	818,9	
00:12:51,036	818,9	
00:12:51,073	818,9	
00:12:51,110	818,9	
00:12:51,147	819,0	
00:12:51,184	819,0	
00:12:51,221	819,0	
00:12:51,258	819,0	
00:12:51,295	819,0	
00:12:51,332	819,0	
00:12:51,369	819,0	
00:12:51,406	819,0	
00:12:51,443	819,0	
00:12:51,480	819,0	
00:12:51,517	819,0	
00:12:51,554	819,0	
00:12:51,591	819,0	
00:12:51,628	819,1	
00:12:51,665	819,1	
00:12:51,702	819,1	
00:12:51,739	819,1	
00:12:51,777	819,1	
00:12:51,814	819,1	
00:12:51,851	819,1	
00:12:51,888	819,1	
00:12:51,925	819,1	
00:12:51,962	819,1	
00:12:51,999	819,1	
00:12:52,036	819,1	
00:12:52,073	819,1	
00:12:52,110	819,1	
00:12:52,147	819,2	
00:12:52,184	819,2	
00:12:52,221	819,2	
00:12:52,258	819,2	
00:12:52,295	819,2	
00:12:52,332	819,2	
00:12:52,369	819,2	
00:12:52,406	819,2	
00:12:52,443	819,2	
00:12:52,480	819,2	
00:12:52,517	819,2	
00:12:52,554	819,2	
00:12:52,591	819,2	
00:12:52,628	819,3	
00:12:52,665	819,3	
00:12:52,702	819,3	
00:12:52,739	819,3	
00:12:52,777	819,3	
00:12:52,814	819,3	
00:12:52,851	819,3	
00:12:52,888	819,3	
00:12:52,925	819,3	
00:12:52,962	819,3	
00:12:52,999	819,3	
00:12:53,036	819,3	
00:12:53,073	819,3	
00:12:53,110	819,3	
00:12:53,147	819,4	
00:12:53,184	819,4	
00:12:53,221	819,4	
00:12:53,258	819,4	
00:12:53,295	819,4	
00:12:53,332	819,4	
00:12:53,369	819,4	
00:12:53,406	819,4	
00:12:53,443	819,4	
00:12:53,480	819,4	
00:12:53,517	819,4	
00:12:53,554	819,4	
00:12:53,591	819,4	
00:12:53,628	819,5	
00:12:53,665	819,5	
00:12:53,702	819,5	
00:12:53,739	819,5	
00:12:53,777	819,5	
00:12:53,814	819,5	
00:12:53,851	819,5	
00:12:53,888	819,5	
00:12:53,925	819,5	
00:12:53,962	819,5	
00:12:53,999	819,5	
00:12:54,036	819,5	
00:12:54,073	819,5	
00:12:54,110	819,5	
00:12:54,147	819,6	
00:12:54,184	819,6	
00:12:54,221	819,6	
00:12:54,258	819,6	
00:12:54,295	819,6	
00:12:54,332	819,6	
00:12:54,369	819,6	
00:12:54,406	819,6	
00:12:54,443	819,6	
00:12:54,480	819,6	
00:12:54,517	819,6	
00:12:54,554	819,6	
00:12:54,591	819,6	
00:12:54,628	819,7	
00:12:54,665	819,7	
00:12:54,702	819,7	
00:12:54,739	819,7	
00:12:54,777	819,7	
00:12:54,814	819,7	
00:12:54,851	819,7	
00:12:54,888	819,7	
00:12:54,925	819,7	
00:12:54,962	819,7	
00:12:54,999	819,7	
00:12:55,036	819,7	
00:12:55,073	819,7	
00:12:55,110	819,7	
00:12:55,147	819,8	
00:12:55,184	819,8	
00:12:55,221	819,8	
00:12:55,258	819,8	
00:12:55,295	819,8	
00:12:55,332	819,8	
00:12:55,369	819,8	
00:12:55,406	819,8	
00:12:55,443	819,8	
00:12:55,480	819,8	
00:12:55,517	819,8	
00:12:55,554	819,8	
00:12:55,591	819,8	
00:12:55,628	819,9	
00:12:55,665	819,9	
00:12:55,702	819,9	
00:12:55,739	819,9	
00:12:55,777	819,9	
00:12:55,814	819,9	
00:12:55,851	819,9	
00:12:55,888	819,9	
00:12:55,925	819,9	
00:12:55,962	819,9	
00:12:55,999	819,9	
00:12:56,036	819,9	
00:12:56,073	819,9	
00:12:56,110	819,9	
00:12:56,147	820,0	
00:12:56,184	820,0	
00:12:56,221	820,0	
00:12:56,258	820,0	
